anomaly,amount
low_risk,294.63464
low_risk,820.3085
low_risk,447.78778
low_risk,578.48987
low_risk,253.52528
low_risk,436.23233
low_risk,294.8039
low_risk,293.84967
low_risk,544.67114
low_risk,483.46164
low_risk,80.3623
low_risk,879.0359
low_risk,651.94354
low_risk,554.7917
low_risk,477.6266
low_risk,705.2786
low_risk,256.84616
low_risk,446.69818
low_risk,368.23425
low_risk,171.22435
low_risk,631.57117
low_risk,294.1044
low_risk,368.33456
low_risk,356.21017
low_risk,578.21454
low_risk,582.6566
low_risk,239.98999
low_risk,824.3381
low_risk,866.466
low_risk,534.11237
low_risk,547.51776
low_risk,752.3862
low_risk,419.19025
low_risk,433.0415
low_risk,834.0704
low_risk,79.14769
low_risk,636.82227
low_risk,378.46948
low_risk,381.58948
low_risk,493.89548
low_risk,569.4121
low_risk,415.79785
low_risk,122.28508
low_risk,402.9451
low_risk,470.96866
low_risk,191.9508
low_risk,500.5292
low_risk,551.7601
low_risk,407.7696
low_risk,677.1236
low_risk,935.85474
low_risk,852.951
low_risk,80.90753
low_risk,165.99007
low_risk,842.76215
low_risk,859.8357
low_risk,442.8575
low_risk,436.43033
low_risk,563.09155
low_risk,426.77112
low_risk,729.1063
low_risk,340.887
low_risk,851.8894
low_risk,643.6908
low_risk,158.37494
low_risk,528.4124
low_risk,404.75266
low_risk,193.18803
low_risk,329.50256
low_risk,692.5884
low_risk,452.8859
low_risk,499.49902
low_risk,884.53845
low_risk,723.9987
low_risk,615.62317
low_risk,782.6898
low_risk,639.95557
low_risk,259.8909
low_risk,590.1218
low_risk,830.9078
low_risk,688.1767
low_risk,540.4635
low_risk,461.9258
low_risk,24.432856
low_risk,498.15872
low_risk,27.462946
low_risk,452.19714
low_risk,621.3663
low_risk,439.6393
low_risk,164.8608
low_risk,327.1021
low_risk,392.3357
low_risk,450.2798
low_risk,906.3762
low_risk,612.0588
low_risk,450.963
low_risk,591.3415
low_risk,228.38947
low_risk,954.4446
low_risk,253.30553
low_risk,878.4124
low_risk,302.95032
low_risk,819.8422
low_risk,408.3376
low_risk,744.71796
low_risk,383.5258
low_risk,926.9753
low_risk,261.21323
low_risk,499.03415
low_risk,338.66278
low_risk,492.74725
low_risk,744.75635
low_risk,123.76348
low_risk,873.82697
low_risk,321.90036
low_risk,603.90594
low_risk,523.48474
low_risk,795.3198
low_risk,342.15488
low_risk,364.669
low_risk,292.90973
low_risk,370.8647
low_risk,80.89411
low_risk,510.52472
low_risk,804.13904
low_risk,881.44604
low_risk,299.0744
low_risk,751.00507
low_risk,384.32425
low_risk,0.01
low_risk,1046.397
low_risk,876.3002
low_risk,517.598
low_risk,635.8716
low_risk,458.77463
low_risk,299.30356
low_risk,310.36288
low_risk,307.32504
low_risk,428.8745
low_risk,478.71185
low_risk,783.09064
low_risk,278.57037
low_risk,90.52854
low_risk,423.1381
low_risk,695.956
low_risk,675.6176
low_risk,238.6698
low_risk,847.293
low_risk,453.53842
low_risk,484.3896
low_risk,227.866
low_risk,238.66966
low_risk,853.0109
low_risk,188.22786
low_risk,931.2746
low_risk,489.57495
low_risk,842.64484
low_risk,323.31567
low_risk,543.70325
low_risk,401.3825
low_risk,176.72769
low_risk,46.99586
low_risk,314.91357
low_risk,429.00464
low_risk,540.81995
low_risk,670.5319
low_risk,612.10333
low_risk,15.846216
low_risk,875.7244
low_risk,370.85858
low_risk,299.46027
low_risk,536.63666
low_risk,240.40968
low_risk,255.45845
low_risk,475.53003
low_risk,1129.4786
low_risk,1150.8119
low_risk,442.7453
low_risk,690.24725
low_risk,988.51886
low_risk,455.63794
low_risk,260.11676
low_risk,577.9484
low_risk,562.2139
low_risk,451.69803
low_risk,624.32965
low_risk,328.10745
low_risk,606.87494
low_risk,554.4422
low_risk,254.43251
low_risk,413.2745
low_risk,632.02936
low_risk,251.04701
low_risk,546.4721
low_risk,325.9922
low_risk,487.0966
low_risk,635.23425
low_risk,121.92621
low_risk,430.94788
low_risk,433.26764
low_risk,405.02002
low_risk,816.1771
low_risk,608.5396
low_risk,847.5769
low_risk,575.1663
low_risk,1037.4486
low_risk,1161.8071
low_risk,93.93967
low_risk,369.433
low_risk,211.83203
low_risk,689.7122
low_risk,682.8427
low_risk,656.6178
low_risk,671.5031
low_risk,107.8158
low_risk,444.51596
low_risk,763.1224
low_risk,837.6022
low_risk,471.8897
low_risk,628.1017
low_risk,972.1612
low_risk,176.73811
low_risk,393.4733
low_risk,349.2564
low_risk,748.2517
low_risk,828.1313
low_risk,593.95795
low_risk,343.31503
low_risk,316.69342
low_risk,149.77512
low_risk,455.31842
low_risk,649.54675
low_risk,414.24252
low_risk,549.9369
low_risk,273.1591
low_risk,514.22253
low_risk,583.90765
low_risk,710.78796
low_risk,575.4744
low_risk,219.6422
low_risk,423.20108
low_risk,757.44543
low_risk,918.429
low_risk,324.6106
low_risk,284.70654
low_risk,830.12964
low_risk,553.1069
low_risk,153.73383
low_risk,497.65094
low_risk,378.72342
low_risk,451.92923
low_risk,118.74157
low_risk,730.26263
low_risk,653.9097
low_risk,702.63007
low_risk,422.80435
low_risk,190.1094
low_risk,0.01
low_risk,255.70476
low_risk,257.78867
low_risk,461.70697
low_risk,695.923
low_risk,343.653
low_risk,663.7485
low_risk,443.14554
low_risk,630.1915
low_risk,522.09674
low_risk,250.32927
low_risk,61.23385
low_risk,547.233
low_risk,441.64517
low_risk,663.90137
low_risk,585.75385
low_risk,82.32226
low_risk,613.53644
low_risk,531.4655
low_risk,675.737
low_risk,703.2916
low_risk,530.55426
low_risk,568.9715
low_risk,360.55856
low_risk,299.49167
low_risk,386.63095
low_risk,282.34644
low_risk,615.5587
low_risk,893.5701
low_risk,239.05504
low_risk,499.95444
low_risk,792.8004
low_risk,164.80072
low_risk,346.87363
low_risk,694.0212
low_risk,256.15274
low_risk,639.61743
low_risk,336.59933
low_risk,75.50262
low_risk,765.4583
low_risk,578.28784
low_risk,272.95776
low_risk,278.83658
low_risk,856.03973
low_risk,246.06454
low_risk,19.73923
low_risk,72.57224
low_risk,471.83978
low_risk,0.01
low_risk,400.34024
low_risk,193.71443
low_risk,339.6574
low_risk,615.96344
low_risk,569.43646
low_risk,569.2222
low_risk,231.4059
low_risk,408.085
low_risk,643.37537
low_risk,373.38626
low_risk,147.13005
low_risk,259.86462
low_risk,656.3461
low_risk,301.33267
low_risk,458.29486
low_risk,286.95944
low_risk,878.1788
low_risk,648.021
low_risk,459.0134
low_risk,211.54984
low_risk,582.1782
low_risk,817.7902
low_risk,891.14124
low_risk,578.7322
low_risk,317.5035
low_risk,624.15515
low_risk,574.5377
low_risk,642.5263
low_risk,472.3779
low_risk,230.95833
low_risk,373.91077
low_risk,754.3336
low_risk,652.24506
low_risk,821.7101
low_risk,570.33936
low_risk,1030.5172
low_risk,490.78516
low_risk,619.4769
low_risk,403.4243
low_risk,613.0743
low_risk,932.8718
low_risk,283.23782
low_risk,295.44247
low_risk,212.86148
low_risk,527.0229
low_risk,553.92804
low_risk,364.95633
low_risk,303.77353
low_risk,190.55603
low_risk,715.5055
low_risk,780.1791
low_risk,1079.524
low_risk,357.22583
low_risk,861.5218
low_risk,270.0894
low_risk,143.99396
low_risk,781.0147
low_risk,701.0162
low_risk,348.24268
low_risk,915.24164
low_risk,528.08386
low_risk,435.21768
low_risk,101.386
low_risk,220.58511
low_risk,481.10846
low_risk,613.5827
low_risk,405.12436
low_risk,297.9499
low_risk,321.3207
low_risk,687.09503
low_risk,259.6914
low_risk,645.2111
low_risk,578.3521
low_risk,651.92224
low_risk,203.55931
low_risk,306.87613
low_risk,409.11743
low_risk,448.86234
low_risk,821.3115
low_risk,958.5905
low_risk,313.6957
low_risk,726.4404
low_risk,950.25323
low_risk,728.97034
low_risk,809.03015
low_risk,472.1407
low_risk,171.72751
low_risk,908.4077
low_risk,474.33438
low_risk,194.60248
low_risk,551.0309
low_risk,403.6051
low_risk,200.31358
low_risk,400.5788
low_risk,1189.9703
low_risk,575.1731
low_risk,636.5724
low_risk,110.64889
low_risk,621.8059
low_risk,629.1062
low_risk,453.62137
low_risk,1011.4728
low_risk,543.3984
low_risk,280.48962
low_risk,507.30502
low_risk,613.9349
low_risk,364.81842
low_risk,109.86219
low_risk,716.6629
low_risk,507.545
low_risk,270.41345
low_risk,494.2251
low_risk,378.12958
low_risk,549.74023
low_risk,430.16025
low_risk,85.932816
low_risk,605.98334
low_risk,419.4588
low_risk,1047.7795
low_risk,315.2261
low_risk,316.8712
low_risk,548.8471
low_risk,417.62158
low_risk,0.01
low_risk,682.5366
low_risk,508.65256
low_risk,699.9159
low_risk,237.72374
low_risk,177.21695
low_risk,934.4106
low_risk,434.87473
low_risk,311.1055
low_risk,641.4822
low_risk,613.75964
low_risk,668.8428
low_risk,1070.7446
low_risk,248.02188
low_risk,532.2184
low_risk,260.11102
low_risk,673.8403
low_risk,587.31555
low_risk,347.05438
low_risk,465.7607
low_risk,492.6698
low_risk,576.95135
low_risk,236.37405
low_risk,850.9498
low_risk,773.39655
low_risk,501.47815
low_risk,414.65854
low_risk,165.51926
low_risk,25.007128
low_risk,0.01
low_risk,510.60355
low_risk,259.046
low_risk,501.16528
low_risk,0.01
low_risk,234.63072
low_risk,663.36566
low_risk,850.27057
low_risk,250.69154
low_risk,650.4535
low_risk,779.38007
low_risk,508.05017
low_risk,604.6355
low_risk,235.4671
low_risk,451.05765
low_risk,230.97
low_risk,539.218
low_risk,300.41257
low_risk,539.36865
low_risk,455.81824
low_risk,812.914
low_risk,479.36322
low_risk,80.33366
low_risk,741.48785
low_risk,501.91132
low_risk,147.82375
low_risk,469.7904
low_risk,170.1628
low_risk,536.36053
low_risk,434.45337
low_risk,385.2997
low_risk,700.025
low_risk,663.12756
low_risk,672.00775
low_risk,532.4445
low_risk,627.616
low_risk,635.4703
low_risk,805.39777
low_risk,485.2954
low_risk,71.62706
low_risk,272.99567
low_risk,999.9352
low_risk,0.01
low_risk,772.2485
low_risk,482.98514
low_risk,298.51108
low_risk,477.67828
low_risk,427.2952
low_risk,649.6619
low_risk,676.9005
low_risk,589.78455
low_risk,872.12366
low_risk,475.11362
low_risk,0.01
low_risk,811.67206
low_risk,819.3237
low_risk,401.85406
low_risk,493.86996
low_risk,605.79565
low_risk,493.94196
low_risk,299.69666
low_risk,628.4396
low_risk,278.45245
low_risk,248.85223
low_risk,581.101
low_risk,380.85843
low_risk,369.27335
low_risk,213.88037
low_risk,426.77203
low_risk,174.82527
low_risk,937.15784
low_risk,477.2724
low_risk,470.34546
low_risk,718.90784
low_risk,707.8406
low_risk,523.5488
low_risk,540.6541
low_risk,552.36304
low_risk,608.9831
low_risk,506.56125
low_risk,386.2902
low_risk,475.52982
low_risk,760.0653
low_risk,713.1218
low_risk,652.0772
low_risk,546.8105
low_risk,848.3009
low_risk,583.0374
low_risk,779.3123
low_risk,729.6371
low_risk,624.61487
low_risk,224.9521
low_risk,213.31366
low_risk,576.02026
low_risk,0.01
low_risk,823.4632
low_risk,715.85895
low_risk,344.10675
low_risk,382.25293
low_risk,64.514145
low_risk,607.1974
low_risk,696.4976
low_risk,166.78711
low_risk,933.2329
low_risk,156.35541
low_risk,345.68744
low_risk,541.14294
low_risk,602.4233
low_risk,0.01
low_risk,351.7826
low_risk,577.51495
low_risk,340.2167
low_risk,295.58267
low_risk,427.56036
low_risk,161.4849
low_risk,720.8505
low_risk,1038.619
low_risk,169.45914
low_risk,733.1136
low_risk,815.31226
low_risk,249.9089
low_risk,0.01
low_risk,749.1994
low_risk,173.30667
low_risk,574.6871
low_risk,611.7644
low_risk,379.45636
low_risk,248.6892
low_risk,780.9862
low_risk,569.94073
low_risk,647.4436
low_risk,666.2049
low_risk,539.5421
low_risk,159.3433
low_risk,903.2694
low_risk,530.3541
low_risk,479.03223
low_risk,746.52893
low_risk,788.28625
low_risk,450.39383
low_risk,619.3952
low_risk,202.8156
low_risk,704.5606
low_risk,318.87506
low_risk,801.3391
low_risk,458.04074
low_risk,662.54285
low_risk,554.4021
low_risk,0.01
low_risk,449.9722
low_risk,905.62604
low_risk,473.72702
low_risk,204.55054
low_risk,197.15326
low_risk,1059.4325
low_risk,251.64584
low_risk,495.82593
low_risk,516.24384
low_risk,574.7307
low_risk,919.53125
low_risk,675.8763
low_risk,173.38734
low_risk,880.0814
low_risk,472.99228
low_risk,480.66193
low_risk,186.14197
low_risk,691.0211
low_risk,163.23833
low_risk,378.06906
low_risk,458.07434
low_risk,236.80025
low_risk,122.28289
low_risk,124.340515
low_risk,139.03613
low_risk,0.01
low_risk,148.9855
low_risk,649.82385
low_risk,379.12616
low_risk,406.59183
low_risk,368.87164
low_risk,558.5011
low_risk,732.9465
low_risk,404.7704
low_risk,985.2709
low_risk,588.3979
low_risk,954.2157
low_risk,145.76883
low_risk,514.7781
low_risk,493.76468
low_risk,109.63706
low_risk,585.775
low_risk,868.87573
low_risk,387.10587
low_risk,254.30598
low_risk,0.01
low_risk,793.6042
low_risk,674.3424
low_risk,217.026
low_risk,429.16415
low_risk,769.49603
low_risk,606.4125
low_risk,715.97546
low_risk,374.8884
low_risk,956.0065
low_risk,217.92874
low_risk,676.7701
low_risk,490.46127
low_risk,859.2167
low_risk,503.18866
low_risk,453.21286
low_risk,699.17645
low_risk,230.14429
low_risk,517.24274
low_risk,364.3193
low_risk,323.49677
low_risk,517.13245
low_risk,691.54144
low_risk,238.08391
low_risk,621.0253
low_risk,271.4626
low_risk,415.63205
low_risk,494.40292
low_risk,596.74567
low_risk,561.11597
low_risk,854.77106
low_risk,290.58966
low_risk,436.61844
low_risk,801.03156
low_risk,488.40515
low_risk,354.19278
low_risk,1092.6567
low_risk,566.7848
low_risk,1217.8029
low_risk,818.0982
low_risk,498.65396
low_risk,522.4576
low_risk,997.7244
low_risk,484.7175
low_risk,611.64984
low_risk,568.6006
low_risk,568.06104
low_risk,425.6753
low_risk,457.9184
low_risk,81.56468
low_risk,292.92407
low_risk,503.33752
low_risk,66.41775
low_risk,514.64386
low_risk,351.97192
low_risk,743.91486
low_risk,102.49149
low_risk,0.01
low_risk,796.51886
low_risk,570.4759
low_risk,100.39993
low_risk,447.4053
low_risk,365.70554
low_risk,632.3776
low_risk,326.32272
low_risk,331.80127
low_risk,268.18155
low_risk,310.44016
low_risk,567.43585
low_risk,833.57837
low_risk,645.3598
low_risk,996.83826
low_risk,1149.2858
low_risk,555.32306
low_risk,245.3647
low_risk,875.74164
low_risk,911.906
low_risk,393.8601
low_risk,321.9531
low_risk,677.9625
low_risk,0.01
low_risk,474.20715
low_risk,400.32764
low_risk,813.3808
low_risk,565.0831
low_risk,455.9763
low_risk,255.37741
low_risk,543.78754
low_risk,707.7418
low_risk,587.15985
low_risk,324.4576
low_risk,661.59845
low_risk,754.9894
low_risk,153.28238
low_risk,553.85333
low_risk,46.229298
low_risk,689.2954
low_risk,291.3151
low_risk,519.9646
low_risk,421.17096
low_risk,533.6124
low_risk,267.79532
low_risk,341.33987
low_risk,867.2051
low_risk,711.91846
low_risk,604.6207
low_risk,543.39215
low_risk,434.49985
low_risk,254.02872
low_risk,778.98596
low_risk,836.799
low_risk,678.7568
low_risk,1081.576
low_risk,119.23793
low_risk,841.7412
low_risk,270.5508
low_risk,646.16583
low_risk,966.2448
low_risk,536.55145
low_risk,632.3728
low_risk,136.76793
low_risk,288.76855
low_risk,571.1482
low_risk,519.05365
low_risk,215.26631
low_risk,253.53883
low_risk,0.01
low_risk,504.09674
low_risk,475.66568
low_risk,158.94966
low_risk,345.20004
low_risk,21.470984
low_risk,608.81085
low_risk,1039.7341
low_risk,828.38544
low_risk,913.8471
low_risk,718.1618
low_risk,720.1547
low_risk,452.95096
low_risk,422.84195
low_risk,690.93964
low_risk,476.26517
low_risk,533.1759
low_risk,459.08014
low_risk,390.09885
low_risk,487.06262
low_risk,463.23785
low_risk,130.10617
low_risk,847.6959
low_risk,601.58105
low_risk,571.90717
low_risk,709.973
low_risk,565.4592
low_risk,321.88113
low_risk,575.6917
low_risk,420.38644
low_risk,172.55266
low_risk,511.51733
low_risk,473.98016
low_risk,892.081
low_risk,552.12006
low_risk,287.7607
low_risk,740.7112
low_risk,517.70807
low_risk,718.12415
low_risk,340.7936
low_risk,329.6037
low_risk,419.86108
low_risk,197.70087
low_risk,940.352
low_risk,868.8143
low_risk,599.73157
low_risk,368.9544
low_risk,265.34808
low_risk,166.47064
low_risk,495.21133
low_risk,773.9404
low_risk,720.3516
low_risk,235.46416
low_risk,44.08965
low_risk,304.51498
low_risk,472.18588
low_risk,606.4011
low_risk,0.01
low_risk,528.0009
low_risk,228.96515
low_risk,124.93839
low_risk,577.42944
low_risk,637.4371
low_risk,517.0705
low_risk,138.81305
low_risk,271.22855
low_risk,642.557
low_risk,807.45215
low_risk,548.6223
low_risk,559.76385
low_risk,809.796
low_risk,569.2187
low_risk,707.9746
low_risk,424.38284
low_risk,253.99513
low_risk,204.28532
low_risk,674.85034
low_risk,277.76007
low_risk,817.7747
low_risk,363.3044
low_risk,270.45502
low_risk,731.8025
low_risk,371.8438
low_risk,263.07184
low_risk,647.0885
low_risk,498.2815
low_risk,246.3749
low_risk,697.3321
low_risk,426.1533
low_risk,664.4276
low_risk,781.89935
low_risk,357.62634
low_risk,432.48645
low_risk,523.9567
low_risk,135.24348
low_risk,978.94946
low_risk,505.08896
low_risk,565.51294
low_risk,452.5179
low_risk,0.15157767
low_risk,23.800724
low_risk,619.4477
low_risk,127.78288
low_risk,101.17494
low_risk,82.35278
low_risk,299.2563
low_risk,407.9576
low_risk,672.23047
low_risk,442.9417
low_risk,593.35675
low_risk,0.01
low_risk,442.28217
low_risk,368.25162
low_risk,440.1036
low_risk,454.87543
low_risk,592.4256
low_risk,302.03732
low_risk,127.334236
low_risk,673.0582
low_risk,399.74832
low_risk,708.94305
low_risk,386.5681
low_risk,311.763
low_risk,364.03513
low_risk,425.42447
low_risk,851.6503
low_risk,796.28033
low_risk,352.41147
low_risk,474.37823
low_risk,538.1715
low_risk,347.31573
low_risk,496.57974
low_risk,595.4008
low_risk,612.89087
low_risk,574.16064
low_risk,425.27304
low_risk,500.36304
low_risk,656.02875
low_risk,403.81433
low_risk,634.6022
low_risk,625.5547
low_risk,721.14667
low_risk,550.1929
low_risk,518.1777
low_risk,424.99405
low_risk,625.3347
low_risk,221.49281
low_risk,269.04648
low_risk,850.6767
low_risk,245.50233
low_risk,0.01
low_risk,502.134
low_risk,564.82574
low_risk,400.07297
low_risk,1350.4829
low_risk,300.6804
low_risk,130.66066
low_risk,411.1379
low_risk,613.4729
low_risk,429.1047
low_risk,656.21265
low_risk,361.3874
low_risk,691.50604
low_risk,285.18103
low_risk,300.28726
low_risk,187.47739
low_risk,262.87057
low_risk,354.79147
low_risk,785.1827
low_risk,399.69962
low_risk,228.19669
low_risk,875.3296
low_risk,533.51917
low_risk,847.4732
low_risk,431.25757
low_risk,346.98477
low_risk,454.16235
low_risk,289.5177
low_risk,398.2275
low_risk,375.0329
low_risk,167.74886
low_risk,665.54614
low_risk,525.276
low_risk,613.57306
low_risk,500.41626
low_risk,0.01
low_risk,920.3413
low_risk,389.4918
low_risk,717.1593
low_risk,0.01
low_risk,647.21185
low_risk,722.26587
low_risk,503.69345
low_risk,115.80266
low_risk,583.9427
low_risk,200.39893
low_risk,452.62247
low_risk,664.3818
low_risk,751.68713
low_risk,79.43416
low_risk,742.7419
low_risk,162.82787
low_risk,239.43288
low_risk,640.9741
low_risk,851.3058
low_risk,909.22144
low_risk,1095.5175
low_risk,0.01
low_risk,462.24268
low_risk,565.1756
low_risk,681.91785
low_risk,236.52086
low_risk,618.61224
low_risk,354.48306
low_risk,757.21094
low_risk,46.330322
low_risk,577.685
low_risk,677.8992
low_risk,882.47614
low_risk,27.652832
low_risk,484.65353
low_risk,494.02823
low_risk,305.73138
low_risk,169.64877
low_risk,559.8748
low_risk,570.31274
low_risk,483.53
low_risk,753.5731
low_risk,701.06616
low_risk,528.9033
low_risk,195.88776
low_risk,530.2951
low_risk,650.05695
low_risk,443.52072
low_risk,576.06146
low_risk,98.89077
low_risk,202.1742
low_risk,0.01
low_risk,405.49353
low_risk,446.44202
low_risk,802.5268
low_risk,998.5157
low_risk,232.96371
low_risk,793.51654
low_risk,197.26048
low_risk,666.06866
low_risk,601.8106
low_risk,487.7655
low_risk,0.01
low_risk,399.33426
low_risk,41.43714
low_risk,1003.9714
low_risk,227.15718
low_risk,783.45044
low_risk,298.99576
low_risk,376.8719
low_risk,569.3746
low_risk,600.66595
low_risk,972.83417
low_risk,633.64233
low_risk,697.8183
low_risk,810.4906
low_risk,29.768227
low_risk,425.50525
low_risk,1057.7007
low_risk,614.5688
low_risk,431.1332
low_risk,712.95306
low_risk,554.67395
low_risk,626.08264
low_risk,603.9517
low_risk,635.2983
low_risk,161.72989
low_risk,213.86983
low_risk,330.62952
low_risk,543.9095
low_risk,328.59933
low_risk,316.6229
low_risk,441.59454
low_risk,280.31693
low_risk,311.29126
low_risk,500.0766
low_risk,815.5212
low_risk,310.49237
low_risk,270.17938
low_risk,459.69687
low_risk,644.5834
low_risk,604.1002
low_risk,726.78094
low_risk,297.02356
low_risk,402.1922
low_risk,759.0364
low_risk,762.4842
low_risk,672.5922
low_risk,274.2888
low_risk,796.42
low_risk,204.42413
low_risk,132.13545
low_risk,296.14624
low_risk,258.3626
low_risk,909.46326
low_risk,416.01755
low_risk,565.809
low_risk,684.109
low_risk,454.3346
low_risk,429.84885
low_risk,371.18414
low_risk,388.1724
low_risk,252.11594
low_risk,495.25488
low_risk,695.8235
low_risk,729.6353
low_risk,609.24133
low_risk,684.4565
low_risk,477.55145
low_risk,350.4354
low_risk,309.3961
low_risk,695.75745
low_risk,502.59573
low_risk,922.687
low_risk,838.6526
low_risk,677.0821
low_risk,964.48035
low_risk,347.39127
low_risk,936.49866
low_risk,528.5842
low_risk,488.43344
low_risk,411.68207
low_risk,626.67773
low_risk,209.55243
low_risk,705.23895
low_risk,622.0026
low_risk,351.16675
low_risk,373.5122
low_risk,260.0694
low_risk,483.30997
low_risk,543.20154
low_risk,104.121544
low_risk,987.80975
low_risk,524.00195
low_risk,356.3963
low_risk,268.9354
low_risk,434.9883
low_risk,444.14276
low_risk,512.7302
low_risk,435.50064
low_risk,630.57666
low_risk,859.6367
low_risk,611.95795
low_risk,994.9285
low_risk,263.75763
low_risk,689.63385
low_risk,370.0726
low_risk,888.4616
low_risk,608.78436
low_risk,627.7995
low_risk,915.1278
low_risk,600.01166
low_risk,343.49417
low_risk,1070.5748
low_risk,0.01
low_risk,742.7821
low_risk,540.834
low_risk,534.84705
low_risk,267.67435
low_risk,489.22452
low_risk,403.1595
low_risk,371.9282
low_risk,541.81006
low_risk,578.6801
low_risk,389.39172
low_risk,473.36353
low_risk,54.025158
low_risk,396.41492
low_risk,567.54767
low_risk,543.5287
low_risk,100.83323
low_risk,28.969662
low_risk,323.6693
low_risk,1014.7116
low_risk,558.2683
low_risk,255.6063
low_risk,582.8734
low_risk,190.15958
low_risk,911.0554
low_risk,241.00186
low_risk,663.57184
low_risk,476.54562
low_risk,480.09955
low_risk,426.62772
low_risk,13.630661
low_risk,274.04276
low_risk,486.65445
low_risk,0.01
low_risk,368.2012
low_risk,0.01
low_risk,978.6472
low_risk,355.9614
low_risk,225.18665
low_risk,554.09155
low_risk,812.6527
low_risk,589.62225
low_risk,142.39491
low_risk,250.91325
low_risk,690.9547
low_risk,311.4976
low_risk,333.10355
low_risk,507.99234
low_risk,309.03998
low_risk,496.10126
low_risk,533.0396
low_risk,667.3403
low_risk,149.4667
low_risk,692.7136
low_risk,173.68797
low_risk,670.4508
low_risk,559.96893
low_risk,308.18317
low_risk,377.215
low_risk,592.19403
low_risk,849.02386
low_risk,134.42203
low_risk,387.19928
low_risk,452.0411
low_risk,490.91962
low_risk,594.552
low_risk,766.05286
low_risk,665.47546
low_risk,332.9206
low_risk,697.4526
low_risk,423.66302
low_risk,759.22394
low_risk,1151.0657
low_risk,470.03232
low_risk,411.46478
low_risk,870.8225
low_risk,293.60858
low_risk,695.5363
low_risk,748.80444
low_risk,624.45386
low_risk,613.5265
low_risk,215.25786
low_risk,255.24307
low_risk,830.63983
low_risk,592.7181
low_risk,564.7287
low_risk,672.4358
low_risk,571.8959
low_risk,155.88853
low_risk,0.01
low_risk,436.55487
low_risk,811.5
low_risk,447.8502
low_risk,413.66873
low_risk,836.6906
low_risk,617.668
low_risk,923.5376
low_risk,290.42044
low_risk,777.0745
low_risk,974.7024
low_risk,451.1058
low_risk,479.34836
low_risk,568.4961
low_risk,0.01
low_risk,564.28406
low_risk,578.2955
low_risk,606.9353
low_risk,288.63724
low_risk,494.56082
low_risk,969.04376
low_risk,185.73181
low_risk,512.6506
low_risk,539.9708
low_risk,171.44704
low_risk,839.09424
low_risk,352.82126
low_risk,154.2879
low_risk,522.5835
low_risk,402.67267
low_risk,265.52634
low_risk,873.94464
low_risk,660.8085
low_risk,817.15607
low_risk,761.151
low_risk,0.01
low_risk,880.15955
low_risk,487.3043
low_risk,629.14343
low_risk,336.3048
low_risk,577.315
low_risk,619.5306
low_risk,488.62823
low_risk,368.38626
low_risk,148.87454
low_risk,409.41418
low_risk,113.528984
low_risk,379.99176
low_risk,749.90436
low_risk,385.61322
low_risk,523.2396
low_risk,373.48694
low_risk,914.06836
low_risk,453.77338
low_risk,483.75876
low_risk,439.3298
low_risk,121.94632
low_risk,402.8374
low_risk,433.71188
low_risk,702.1448
low_risk,376.21237
low_risk,514.3615
low_risk,666.6952
low_risk,257.97406
low_risk,48.182674
low_risk,801.7323
low_risk,285.73672
low_risk,424.8693
low_risk,773.00287
low_risk,537.409
low_risk,695.172
low_risk,746.7281
low_risk,402.4424
low_risk,854.0958
low_risk,526.64825
low_risk,0.01
low_risk,157.74634
low_risk,523.4475
low_risk,430.936
low_risk,800.1856
low_risk,279.48636
low_risk,63.2858
low_risk,645.91077
low_risk,683.1627
low_risk,513.0463
low_risk,785.87665
low_risk,584.85187
low_risk,228.69626
low_risk,371.31177
low_risk,171.82489
low_risk,286.47903
low_risk,374.39676
low_risk,497.7895
low_risk,363.4623
low_risk,607.0014
low_risk,619.66595
low_risk,181.86307
low_risk,465.32825
low_risk,497.80386
low_risk,1012.9855
low_risk,833.1011
low_risk,596.71027
low_risk,486.82724
low_risk,117.129486
low_risk,596.7253
low_risk,852.86224
low_risk,641.0704
low_risk,809.95825
low_risk,43.60193
low_risk,494.05182
low_risk,69.31644
low_risk,341.54956
low_risk,495.34583
low_risk,354.35657
low_risk,495.2537
low_risk,627.85034
low_risk,618.5807
low_risk,795.2156
low_risk,766.8801
low_risk,542.08527
low_risk,480.30014
low_risk,342.43945
low_risk,431.1622
low_risk,409.5061
low_risk,625.9659
low_risk,803.5245
low_risk,758.41736
low_risk,833.6877
low_risk,12.425135
low_risk,0.01
low_risk,376.75977
low_risk,468.96817
low_risk,828.67694
low_risk,589.8462
low_risk,187.77832
low_risk,349.85703
low_risk,190.58823
low_risk,282.64035
low_risk,458.9959
low_risk,608.8429
low_risk,419.91293
low_risk,306.87897
low_risk,276.77457
low_risk,483.58435
low_risk,639.7857
low_risk,291.411
low_risk,0.01
low_risk,333.73062
low_risk,634.10724
low_risk,902.7801
low_risk,928.9902
low_risk,1050.0
low_risk,795.2604
low_risk,529.90375
low_risk,270.93652
low_risk,903.63544
low_risk,320.531
low_risk,564.12054
low_risk,841.16125
low_risk,636.2707
low_risk,85.667305
low_risk,543.0473
low_risk,303.27612
low_risk,552.75476
low_risk,654.18
low_risk,438.91858
low_risk,452.3903
low_risk,0.01
low_risk,334.60593
low_risk,720.8937
low_risk,653.9553
low_risk,528.68634
low_risk,90.314865
low_risk,792.3357
low_risk,417.21255
low_risk,715.02124
low_risk,855.2295
low_risk,500.21527
low_risk,246.95746
